alpha,run_idx,algorithm,nue,sq_error,rel_sq_error,rmse,elapsed_sec
0.707107,8,OFA_fixed,3000,0.3371552065189351,0.00047207841145604064,0.091808932914904204,23.2823
0.707107,8,OFA_fixed,3500,0.29219822056376077,0.00040913048093853195,0.085469032486006416,23.2823
0.707107,8,OFA_fixed,4000,0.24980406958355333,0.00034977098399824102,0.079025956113095097,23.2823
0.707107,8,OFA_fixed,4500,0.22614715231740251,0.00031664701110083822,0.075190948976157121,23.2823
0.707107,8,OFA_fixed,5000,0.21267950220646983,0.00029778985941672856,0.072917676561734646,23.2823
0.707107,9,EaseSHAP_boundary_size_player,500,0.57892732170266292,0.00081060320319432607,0.12030454290078398,34.0344
0.707107,9,EaseSHAP_boundary_size_player,1000,0.32875756153438779,0.00046032018608201179,0.090658364414761508,34.0344
0.707107,9,EaseSHAP_boundary_size_player,1500,0.15656615675558624,0.00021922100308661147,0.062563199397806191,34.0344
0.707107,9,EaseSHAP_boundary_size_player,2000,0.11959640030373611,0.00016745664186585139,0.054680069564635732,34.0344
0.707107,9,EaseSHAP_boundary_size_player,2500,0.079777787437579573,0.00011170336520042773,0.044659206060335299,34.0344
0.707107,9,EaseSHAP_boundary_size_player,3000,0.07046655096590114,9.8665946120872041e-05,0.041972178572806156,34.0344
0.707107,9,EaseSHAP_boundary_size_player,3500,0.074939230188446823,0.00010492850787731706,0.043283723900690088,34.0344
0.707107,9,EaseSHAP_boundary_size_player,4000,0.055633537003407896,7.7897037519943115e-05,0.03729394622569724,34.0344
0.707107,9,EaseSHAP_boundary_size_player,4500,0.054956060980272226,7.6948448269005705e-05,0.037066177635504925,34.0344
0.707107,9,EaseSHAP_boundary_size_player,5000,0.057876057580316671,8.1036972870593332e-05,0.038038157677625722,34.0344
0.707107,9,OFA_fixed,500,1.3421926534786608,0.0018793130388350958,0.18317973779041863,23.3776
0.707107,9,OFA_fixed,1000,0.94435276426567183,0.0013222650701780634,0.15365161602352836,23.3776
0.707107,9,OFA_fixed,1500,0.5663775914026572,0.00079303130565373239,0.11899344429449225,23.3776
0.707107,9,OFA_fixed,2000,0.42794119541361358,0.00059919525435568784,0.1034336980163638,23.3776
0.707107,9,OFA_fixed,2500,0.32206550241500881,0.00045095009012215923,0.089730917527768669,23.3776
0.707107,9,OFA_fixed,3000,0.28578519886443998,0.00040015108795300958,0.084525913018499849,23.3776
0.707107,9,OFA_fixed,3500,0.19393708328381248,0.00027154707514178127,0.069630647577739152,23.3776
0.707107,9,OFA_fixed,4000,0.19688266985368202,0.00027567143034028886,0.070157442558448857,23.3776
0.707107,9,OFA_fixed,4500,0.1740082060954056,0.00024364303420365836,0.065956085029246089,23.3776
0.707107,9,OFA_fixed,5000,0.14773607870444602,0.00020685729302425177,0.060773365610365462,23.3776
0.866025,0,EaseSHAP_boundary_size_player,500,0.57330188935311988,0.00059162772757710431,0.11971861690575945,32.2968
0.866025,0,EaseSHAP_boundary_size_player,1000,0.26567305620884624,0.00027416540821216577,0.081497401217591942,32.2968
0.866025,0,EaseSHAP_boundary_size_player,1500,0.25143759622896583,0.00025947490571196565,0.079283919591075613,32.2968
0.866025,0,EaseSHAP_boundary_size_player,2000,0.16634289478763212,0.00017166011602167864,0.064486993802555279,32.2968
0.866025,0,EaseSHAP_boundary_size_player,2500,0.12854055066263934,0.00013264940392199861,0.056687862603611923,32.2968
0.866025,0,EaseSHAP_boundary_size_player,3000,0.11536656255737991,0.0001190543036954202,0.053704413821719518,32.2968
0.866025,0,EaseSHAP_boundary_size_player,3500,0.1115997380052392,0.00011516707099768877,0.05282038858368026,32.2968
0.866025,0,EaseSHAP_boundary_size_player,4000,0.091270494217087314,9.4187994303355509e-05,0.047767796216982669,32.2968
0.866025,0,EaseSHAP_boundary_size_player,4500,0.065873244804814782,6.7978911034075021e-05,0.040581167062079045,32.2968
0.866025,0,EaseSHAP_boundary_size_player,5000,0.05714518650963054,5.8971856650970106e-05,0.03779721765872144,32.2968
0.866025,0,OFA_fixed,500,2.1164135576135075,0.0021840656152678703,0.23002247485917043,23.0541
0.866025,0,OFA_fixed,1000,1.6961360182867702,0.0017503537260150123,0.20592085969412924,23.0541
0.866025,0,OFA_fixed,1500,0.92098964009728979,0.00095042946484552603,0.15173905562653353,23.0541
0.866025,0,OFA_fixed,2000,0.72297572357993611,0.00074608594944216644,0.13444103945409824,23.0541
0.866025,0,OFA_fixed,2500,0.42119791160475445,0.00043466168162138263,0.10261553386363519,23.0541
0.866025,0,OFA_fixed,3000,0.33442471357747366,0.00034511474148936187,0.09143641418732934,23.0541
0.866025,0,OFA_fixed,3500,0.24477204381844953,0.00025259628608953689,0.078225961773961197,23.0541
0.866025,0,OFA_fixed,4000,0.2372767478895349,0.00024486139984496993,0.077018950247574602,23.0541
0.866025,0,OFA_fixed,4500,0.25381471466255495,0.00026192800974522262,0.079657817360029859,23.0541
0.866025,0,OFA_fixed,5000,0.23654774699840062,0.00024410909613093525,0.076900544048530736,23.0541
0.866025,1,EaseSHAP_boundary_size_player,500,0.77714200431232328,0.00080198367832836433,0.13938633400663092,32.8881
0.866025,1,EaseSHAP_boundary_size_player,1000,0.37133146073007772,0.00038320122847930585,0.09634981327564647,32.8881
0.866025,1,EaseSHAP_boundary_size_player,1500,0.21894221452243079,0.00022594079533692313,0.073983480338929514,32.8881
0.866025,1,EaseSHAP_boundary_size_player,2000,0.15740535576306042,0.00016243688476875993,0.062730645573567223,32.8881
0.866025,1,EaseSHAP_boundary_size_player,2500,0.1119093631617908,0.00011548659345378607,0.052893610947304118,32.8881
0.866025,1,EaseSHAP_boundary_size_player,3000,0.082220587334426498,8.4848803306070722e-05,0.045337784279347634,32.8881
0.866025,1,EaseSHAP_boundary_size_player,3500,0.081558180381333098,8.4165222233571353e-05,0.045154783905288785,32.8881
0.866025,1,EaseSHAP_boundary_size_player,4000,0.068905771699279028,7.1108373937838902e-05,0.041504750239966214,32.8881
0.866025,1,EaseSHAP_boundary_size_player,4500,0.043303719830591919,4.4687941614698717e-05,0.032902780973115289,32.8881
0.866025,1,EaseSHAP_boundary_size_player,5000,0.041162078944015211,4.2477842268189913e-05,0.03207883996656332,32.8881
0.866025,1,OFA_fixed,500,3.3730210487814971,0.0034808410982423675,0.29038857797705719,22.9646
0.866025,1,OFA_fixed,1000,1.6563974226201088,0.0017093448692713164,0.20349431334929907,22.9646
0.866025,1,OFA_fixed,1500,1.1658922559532021,0.0012031604967631228,0.1707258222965409,22.9646
0.866025,1,OFA_fixed,2000,0.73014285502610099,0.0007534821812870072,0.13510577846877064,22.9646
0.866025,1,OFA_fixed,2500,0.64969304428378916,0.00067046075819840207,0.12744538480107756,22.9646
0.866025,1,OFA_fixed,3000,0.54606969160792884,0.00056352504107262268,0.11684067053127614,22.9646
0.866025,1,OFA_fixed,3500,0.49533175017101322,0.00051116523980259179,0.11128024871591242,22.9646
0.866025,1,OFA_fixed,4000,0.35123939422718647,0.00036246691054282352,0.093706909327325824,22.9646
